customer_id,month,repayment_probability,alternative_credit_score,risk_category,repayment_label
0ccbe469-c01b-433e-933a-7025a16b62c5,2025-01,0.6256,675,Medium,1
0ccbe469-c01b-433e-933a-7025a16b62c5,2025-03,0.622,673,Medium,1
0ccbe469-c01b-433e-933a-7025a16b62c5,2025-04,0.6312,678,Medium,1
0ccbe469-c01b-433e-933a-7025a16b62c5,2025-05,0.6292,677,Medium,1
0ccbe469-c01b-433e-933a-7025a16b62c5,2025-05,0.624,674,Medium,1
0ccbe469-c01b-433e-933a-7025a16b62c5,2025-06,0.621,672,Medium,1
0ccbe469-c01b-433e-933a-7025a16b62c5,2025-07,0.6232,673,Medium,1
0ccbe469-c01b-433e-933a-7025a16b62c5,2025-08,0.6316,678,Medium,1
0ccbe469-c01b-433e-933a-7025a16b62c5,2025-09,0.6123,667,Medium,1
0ccbe469-c01b-433e-933a-7025a16b62c5,2025-10,0.6448,686,Medium,1
0ccbe469-c01b-433e-933a-7025a16b62c5,2025-11,0.6249,674,Medium,1
778a0d9f-47af-4167-a0be-9e6f4cf64ddc,2025-01,0.7419,745,Low,1
778a0d9f-47af-4167-a0be-9e6f4cf64ddc,2025-01,0.7037,722,Low,1
778a0d9f-47af-4167-a0be-9e6f4cf64ddc,2025-03,0.7089,725,Low,1
778a0d9f-47af-4167-a0be-9e6f4cf64ddc,2025-04,0.7383,743,Low,1
778a0d9f-47af-4167-a0be-9e6f4cf64ddc,2025-05,0.7416,744,Low,1
778a0d9f-47af-4167-a0be-9e6f4cf64ddc,2025-05,0.7431,745,Low,1
778a0d9f-47af-4167-a0be-9e6f4cf64ddc,2025-06,0.7302,738,Low,1
778a0d9f-47af-4167-a0be-9e6f4cf64ddc,2025-07,0.7211,732,Low,1
778a0d9f-47af-4167-a0be-9e6f4cf64ddc,2025-08,0.7385,743,Low,1
778a0d9f-47af-4167-a0be-9e6f4cf64ddc,2025-09,0.7252,735,Low,1
778a0d9f-47af-4167-a0be-9e6f4cf64ddc,2025-10,0.7308,738,Low,1
778a0d9f-47af-4167-a0be-9e6f4cf64ddc,2025-11,0.7446,746,Low,1
19da1ef7-092a-41c6-b30d-3540cae45f4a,2025-01,0.6485,689,Medium,1
19da1ef7-092a-41c6-b30d-3540cae45f4a,2025-01,0.6237,674,Medium,1
19da1ef7-092a-41c6-b30d-3540cae45f4a,2025-03,0.6196,671,Medium,1
19da1ef7-092a-41c6-b30d-3540cae45f4a,2025-04,0.6412,684,Medium,1
19da1ef7-092a-41c6-b30d-3540cae45f4a,2025-05,0.6438,686,Medium,1
19da1ef7-092a-41c6-b30d-3540cae45f4a,2025-05,0.6462,687,Medium,1
19da1ef7-092a-41c6-b30d-3540cae45f4a,2025-06,0.6431,685,Medium,1
19da1ef7-092a-41c6-b30d-3540cae45f4a,2025-07,0.6175,670,Medium,1
19da1ef7-092a-41c6-b30d-3540cae45f4a,2025-08,0.6043,662,Medium,1
19da1ef7-092a-41c6-b30d-3540cae45f4a,2025-09,0.6508,690,Medium,1
19da1ef7-092a-41c6-b30d-3540cae45f4a,2025-10,0.644,686,Medium,1
19da1ef7-092a-41c6-b30d-3540cae45f4a,2025-11,0.6596,695,Medium,1
7cede0ee-0c8c-45ae-b066-3753fcb2eff2,2025-01,0.7494,749,Low,1
7cede0ee-0c8c-45ae-b066-3753fcb2eff2,2025-01,0.7213,732,Low,1
7cede0ee-0c8c-45ae-b066-3753fcb2eff2,2025-03,0.7234,734,Low,1
7cede0ee-0c8c-45ae-b066-3753fcb2eff2,2025-04,0.7266,735,Low,1
7cede0ee-0c8c-45ae-b066-3753fcb2eff2,2025-05,0.6917,715,Low,1
7cede0ee-0c8c-45ae-b066-3753fcb2eff2,2025-05,0.6562,693,Medium,1
7cede0ee-0c8c-45ae-b066-3753fcb2eff2,2025-06,0.7121,727,Low,1
7cede0ee-0c8c-45ae-b066-3753fcb2eff2,2025-07,0.7309,738,Low,1
7cede0ee-0c8c-45ae-b066-3753fcb2eff2,2025-08,0.735,741,Low,1
7cede0ee-0c8c-45ae-b066-3753fcb2eff2,2025-09,0.7453,747,Low,1
7cede0ee-0c8c-45ae-b066-3753fcb2eff2,2025-10,0.6954,717,Low,1
7cede0ee-0c8c-45ae-b066-3753fcb2eff2,2025-11,0.7581,754,Low,1
b81ffafa-b375-4954-b493-fef7c638e25e,2025-01,0.6469,688,Medium,1
b81ffafa-b375-4954-b493-fef7c638e25e,2025-01,0.643,685,Medium,1
b81ffafa-b375-4954-b493-fef7c638e25e,2025-03,0.6406,684,Medium,1
b81ffafa-b375-4954-b493-fef7c638e25e,2025-04,0.6387,683,Medium,1
b81ffafa-b375-4954-b493-fef7c638e25e,2025-05,0.6497,689,Medium,1
b81ffafa-b375-4954-b493-fef7c638e25e,2025-05,0.6157,669,Medium,1
b81ffafa-b375-4954-b493-fef7c638e25e,2025-06,0.6421,685,Medium,1
b81ffafa-b375-4954-b493-fef7c638e25e,2025-07,0.622,673,Medium,1
b81ffafa-b375-4954-b493-fef7c638e25e,2025-08,0.651,690,Medium,1
b81ffafa-b375-4954-b493-fef7c638e25e,2025-09,0.6339,680,Medium,1
b81ffafa-b375-4954-b493-fef7c638e25e,2025-10,0.6404,684,Medium,1
b81ffafa-b375-4954-b493-fef7c638e25e,2025-11,0.6518,691,Medium,1
39ec0a97-9e5a-4369-900d-378d2b10d46e,2025-01,0.6514,690,Medium,1
39ec0a97-9e5a-4369-900d-378d2b10d46e,2025-01,0.639,683,Medium,1
39ec0a97-9e5a-4369-900d-378d2b10d46e,2025-03,0.6392,683,Medium,1
39ec0a97-9e5a-4369-900d-378d2b10d46e,2025-04,0.6513,690,Medium,1
39ec0a97-9e5a-4369-900d-378d2b10d46e,2025-05,0.6359,681,Medium,1
39ec0a97-9e5a-4369-900d-378d2b10d46e,2025-05,0.6619,697,Medium,1
39ec0a97-9e5a-4369-900d-378d2b10d46e,2025-06,0.6248,674,Medium,1
39ec0a97-9e5a-4369-900d-378d2b10d46e,2025-07,0.6252,675,Medium,1
39ec0a97-9e5a-4369-900d-378d2b10d46e,2025-08,0.6427,685,Medium,1
39ec0a97-9e5a-4369-900d-378d2b10d46e,2025-09,0.6244,674,Medium,1
39ec0a97-9e5a-4369-900d-378d2b10d46e,2025-10,0.6276,676,Medium,1
39ec0a97-9e5a-4369-900d-378d2b10d46e,2025-11,0.6263,675,Medium,1
1af2ca00-0784-4e7e-a6b6-1e17805a5ec5,2025-01,0.4715,582,Medium,0
1af2ca00-0784-4e7e-a6b6-1e17805a5ec5,2025-01,0.4603,576,Medium,0
1af2ca00-0784-4e7e-a6b6-1e17805a5ec5,2025-03,0.4722,583,Medium,0
1af2ca00-0784-4e7e-a6b6-1e17805a5ec5,2025-04,0.4706,582,Medium,0
1af2ca00-0784-4e7e-a6b6-1e17805a5ec5,2025-05,0.4621,577,Medium,0
1af2ca00-0784-4e7e-a6b6-1e17805a5ec5,2025-05,0.468,580,Medium,0
1af2ca00-0784-4e7e-a6b6-1e17805a5ec5,2025-06,0.4629,577,Medium,0
1af2ca00-0784-4e7e-a6b6-1e17805a5ec5,2025-07,0.4674,580,Medium,0
1af2ca00-0784-4e7e-a6b6-1e17805a5ec5,2025-08,0.4714,582,Medium,0
1af2ca00-0784-4e7e-a6b6-1e17805a5ec5,2025-09,0.4755,585,Medium,0
1af2ca00-0784-4e7e-a6b6-1e17805a5ec5,2025-10,0.425,554,Medium,0
1af2ca00-0784-4e7e-a6b6-1e17805a5ec5,2025-11,0.4632,577,Medium,0
4a97198b-e351-4f54-ae6a-b52fb5866df6,2025-01,0.7322,739,Low,1
4a97198b-e351-4f54-ae6a-b52fb5866df6,2025-01,0.728,736,Low,1
4a97198b-e351-4f54-ae6a-b52fb5866df6,2025-03,0.7342,740,Low,1
4a97198b-e351-4f54-ae6a-b52fb5866df6,2025-04,0.7297,737,Low,1
4a97198b-e351-4f54-ae6a-b52fb5866df6,2025-05,0.725,735,Low,1
4a97198b-e351-4f54-ae6a-b52fb5866df6,2025-05,0.7512,750,Low,1
4a97198b-e351-4f54-ae6a-b52fb5866df6,2025-06,0.7471,748,Low,1
4a97198b-e351-4f54-ae6a-b52fb5866df6,2025-07,0.7474,748,Low,1
4a97198b-e351-4f54-ae6a-b52fb5866df6,2025-08,0.7448,746,Low,1
4a97198b-e351-4f54-ae6a-b52fb5866df6,2025-09,0.7527,751,Low,1
4a97198b-e351-4f54-ae6a-b52fb5866df6,2025-10,0.7468,748,Low,1
4a97198b-e351-4f54-ae6a-b52fb5866df6,2025-11,0.7493,749,Low,1
db6d4ea7-64da-4b34-8635-442de3787577,2025-01,0.7166,729,Low,1
db6d4ea7-64da-4b34-8635-442de3787577,2025-01,0.7568,754,Low,1
db6d4ea7-64da-4b34-8635-442de3787577,2025-03,0.7417,745,Low,1
db6d4ea7-64da-4b34-8635-442de3787577,2025-04,0.7223,733,Low,1
db6d4ea7-64da-4b34-8635-442de3787577,2025-05,0.7426,745,Low,1
db6d4ea7-64da-4b34-8635-442de3787577,2025-05,0.7233,733,Low,1
db6d4ea7-64da-4b34-8635-442de3787577,2025-06,0.7543,752,Low,1
db6d4ea7-64da-4b34-8635-442de3787577,2025-07,0.7031,721,Low,1
db6d4ea7-64da-4b34-8635-442de3787577,2025-08,0.7308,738,Low,1
db6d4ea7-64da-4b34-8635-442de3787577,2025-09,0.7368,742,Low,1
db6d4ea7-64da-4b34-8635-442de3787577,2025-10,0.7316,738,Low,1
db6d4ea7-64da-4b34-8635-442de3787577,2025-11,0.7151,729,Low,1
de8becac-99ca-4b1a-89d5-1cbba872c528,2025-01,0.5146,608,Medium,0
de8becac-99ca-4b1a-89d5-1cbba872c528,2025-01,0.5632,637,Medium,1
de8becac-99ca-4b1a-89d5-1cbba872c528,2025-03,0.5828,649,Medium,1
de8becac-99ca-4b1a-89d5-1cbba872c528,2025-04,0.5214,612,Medium,0
de8becac-99ca-4b1a-89d5-1cbba872c528,2025-05,0.5033,601,Medium,0
de8becac-99ca-4b1a-89d5-1cbba872c528,2025-05,0.612,667,Medium,1
de8becac-99ca-4b1a-89d5-1cbba872c528,2025-06,0.6047,662,Medium,1
de8becac-99ca-4b1a-89d5-1cbba872c528,2025-07,0.521,612,Medium,0
de8becac-99ca-4b1a-89d5-1cbba872c528,2025-08,0.6713,702,Low,1
de8becac-99ca-4b1a-89d5-1cbba872c528,2025-09,0.567,640,Medium,1
de8becac-99ca-4b1a-89d5-1cbba872c528,2025-10,0.4013,540,High,0
de8becac-99ca-4b1a-89d5-1cbba872c528,2025-11,0.6484,689,Medium,1
532fedfe-4743-4da4-903d-a82117d85806,2025-01,0.4497,569,Medium,0
532fedfe-4743-4da4-903d-a82117d85806,2025-01,0.4603,576,Medium,0
532fedfe-4743-4da4-903d-a82117d85806,2025-03,0.4442,566,Medium,0
532fedfe-4743-4da4-903d-a82117d85806,2025-04,0.4476,568,Medium,0
532fedfe-4743-4da4-903d-a82117d85806,2025-05,0.424,554,Medium,0
532fedfe-4743-4da4-903d-a82117d85806,2025-05,0.4657,579,Medium,0
532fedfe-4743-4da4-903d-a82117d85806,2025-06,0.4418,565,Medium,0
532fedfe-4743-4da4-903d-a82117d85806,2025-07,0.409,545,High,0
532fedfe-4743-4da4-903d-a82117d85806,2025-08,0.4387,563,Medium,0
532fedfe-4743-4da4-903d-a82117d85806,2025-09,0.4008,540,High,0
532fedfe-4743-4da4-903d-a82117d85806,2025-10,0.439,563,Medium,0
532fedfe-4743-4da4-903d-a82117d85806,2025-11,0.4271,556,Medium,0
c4b84a00-4ade-4208-b117-36a1abf9ccd0,2025-01,0.4211,552,Medium,0
c4b84a00-4ade-4208-b117-36a1abf9ccd0,2025-01,0.4409,564,Medium,0
c4b84a00-4ade-4208-b117-36a1abf9ccd0,2025-03,0.4546,572,Medium,0
c4b84a00-4ade-4208-b117-36a1abf9ccd0,2025-04,0.4671,580,Medium,0
c4b84a00-4ade-4208-b117-36a1abf9ccd0,2025-05,0.4644,578,Medium,0
c4b84a00-4ade-4208-b117-36a1abf9ccd0,2025-05,0.4629,577,Medium,0
c4b84a00-4ade-4208-b117-36a1abf9ccd0,2025-06,0.4361,561,Medium,0
c4b84a00-4ade-4208-b117-36a1abf9ccd0,2025-07,0.4465,567,Medium,0
c4b84a00-4ade-4208-b117-36a1abf9ccd0,2025-08,0.4565,573,Medium,0
c4b84a00-4ade-4208-b117-36a1abf9ccd0,2025-09,0.4126,547,High,0
c4b84a00-4ade-4208-b117-36a1abf9ccd0,2025-10,0.4652,579,Medium,0
c4b84a00-4ade-4208-b117-36a1abf9ccd0,2025-11,0.4181,550,Medium,0
dcb609d9-1e16-48d0-b36f-7c57fc9a8238,2025-01,0.7317,739,Low,1
dcb609d9-1e16-48d0-b36f-7c57fc9a8238,2025-01,0.7452,747,Low,1
dcb609d9-1e16-48d0-b36f-7c57fc9a8238,2025-03,0.7349,740,Low,1
dcb609d9-1e16-48d0-b36f-7c57fc9a8238,2025-04,0.7497,749,Low,1
dcb609d9-1e16-48d0-b36f-7c57fc9a8238,2025-05,0.7441,746,Low,1
dcb609d9-1e16-48d0-b36f-7c57fc9a8238,2025-05,0.7459,747,Low,1
dcb609d9-1e16-48d0-b36f-7c57fc9a8238,2025-06,0.7354,741,Low,1
dcb609d9-1e16-48d0-b36f-7c57fc9a8238,2025-07,0.7337,740,Low,1
dcb609d9-1e16-48d0-b36f-7c57fc9a8238,2025-08,0.7395,743,Low,1
dcb609d9-1e16-48d0-b36f-7c57fc9a8238,2025-09,0.7324,739,Low,1
dcb609d9-1e16-48d0-b36f-7c57fc9a8238,2025-10,0.7389,743,Low,1
dcb609d9-1e16-48d0-b36f-7c57fc9a8238,2025-11,0.7371,742,Low,1
64f97dde-bd35-4f38-96d4-a69c559bf518,2025-01,0.5007,600,Medium,0
64f97dde-bd35-4f38-96d4-a69c559bf518,2025-01,0.4243,554,Medium,0
64f97dde-bd35-4f38-96d4-a69c559bf518,2025-03,0.5645,638,Medium,1
64f97dde-bd35-4f38-96d4-a69c559bf518,2025-04,0.4314,558,Medium,0
64f97dde-bd35-4f38-96d4-a69c559bf518,2025-05,0.4948,596,Medium,0
64f97dde-bd35-4f38-96d4-a69c559bf518,2025-05,0.5598,635,Medium,1
64f97dde-bd35-4f38-96d4-a69c559bf518,2025-06,0.5967,658,Medium,1
64f97dde-bd35-4f38-96d4-a69c559bf518,2025-07,0.469,581,Medium,0
64f97dde-bd35-4f38-96d4-a69c559bf518,2025-08,0.559,635,Medium,1
64f97dde-bd35-4f38-96d4-a69c559bf518,2025-09,0.4968,598,Medium,0
64f97dde-bd35-4f38-96d4-a69c559bf518,2025-10,0.5672,640,Medium,1
64f97dde-bd35-4f38-96d4-a69c559bf518,2025-11,0.5268,616,Medium,0
874c5893-0c4e-4ef8-b519-03e4257d8308,2025-01,0.367,520,High,0
874c5893-0c4e-4ef8-b519-03e4257d8308,2025-01,0.3527,511,High,0
874c5893-0c4e-4ef8-b519-03e4257d8308,2025-03,0.2907,474,High,0
874c5893-0c4e-4ef8-b519-03e4257d8308,2025-04,0.3652,519,High,0
874c5893-0c4e-4ef8-b519-03e4257d8308,2025-05,0.3817,529,High,0
874c5893-0c4e-4ef8-b519-03e4257d8308,2025-05,0.284,470,High,0
874c5893-0c4e-4ef8-b519-03e4257d8308,2025-06,0.4282,556,Medium,0
874c5893-0c4e-4ef8-b519-03e4257d8308,2025-07,0.4362,561,Medium,0
874c5893-0c4e-4ef8-b519-03e4257d8308,2025-08,0.3828,529,High,0
874c5893-0c4e-4ef8-b519-03e4257d8308,2025-09,0.3008,480,High,0
874c5893-0c4e-4ef8-b519-03e4257d8308,2025-10,0.3709,522,High,0
874c5893-0c4e-4ef8-b519-03e4257d8308,2025-11,0.4206,552,Medium,0
f6de3435-b3bc-47b2-b968-1a7bc6a741d2,2025-01,0.6283,676,Medium,1
f6de3435-b3bc-47b2-b968-1a7bc6a741d2,2025-01,0.6303,678,Medium,1
f6de3435-b3bc-47b2-b968-1a7bc6a741d2,2025-03,0.5706,642,Medium,1
f6de3435-b3bc-47b2-b968-1a7bc6a741d2,2025-04,0.5787,647,Medium,1
f6de3435-b3bc-47b2-b968-1a7bc6a741d2,2025-05,0.6021,661,Medium,1
f6de3435-b3bc-47b2-b968-1a7bc6a741d2,2025-05,0.6511,690,Medium,1
f6de3435-b3bc-47b2-b968-1a7bc6a741d2,2025-06,0.5715,642,Medium,1
f6de3435-b3bc-47b2-b968-1a7bc6a741d2,2025-07,0.6211,672,Medium,1
f6de3435-b3bc-47b2-b968-1a7bc6a741d2,2025-08,0.5469,628,Medium,0
f6de3435-b3bc-47b2-b968-1a7bc6a741d2,2025-09,0.5847,650,Medium,1
f6de3435-b3bc-47b2-b968-1a7bc6a741d2,2025-10,0.5769,646,Medium,1
f6de3435-b3bc-47b2-b968-1a7bc6a741d2,2025-11,0.5963,657,Medium,1
979b9739-d423-4e2c-bf34-89b840c8948d,2025-01,0.6085,665,Medium,1
979b9739-d423-4e2c-bf34-89b840c8948d,2025-01,0.5532,631,Medium,1
979b9739-d423-4e2c-bf34-89b840c8948d,2025-03,0.5697,641,Medium,1
979b9739-d423-4e2c-bf34-89b840c8948d,2025-04,0.5105,606,Medium,0
979b9739-d423-4e2c-bf34-89b840c8948d,2025-05,0.6006,660,Medium,1
979b9739-d423-4e2c-bf34-89b840c8948d,2025-05,0.5541,632,Medium,1
979b9739-d423-4e2c-bf34-89b840c8948d,2025-06,0.5666,639,Medium,1
979b9739-d423-4e2c-bf34-89b840c8948d,2025-07,0.5715,642,Medium,1
979b9739-d423-4e2c-bf34-89b840c8948d,2025-08,0.5179,610,Medium,0
979b9739-d423-4e2c-bf34-89b840c8948d,2025-09,0.5726,643,Medium,1
979b9739-d423-4e2c-bf34-89b840c8948d,2025-10,0.61,665,Medium,1
979b9739-d423-4e2c-bf34-89b840c8948d,2025-11,0.5366,621,Medium,0
75610d3e-8f91-403e-8c28-ce215ae90014,2025-01,0.7391,743,Low,1
75610d3e-8f91-403e-8c28-ce215ae90014,2025-01,0.7357,741,Low,1
75610d3e-8f91-403e-8c28-ce215ae90014,2025-03,0.7348,740,Low,1
75610d3e-8f91-403e-8c28-ce215ae90014,2025-04,0.7492,749,Low,1
75610d3e-8f91-403e-8c28-ce215ae90014,2025-05,0.7481,748,Low,1
75610d3e-8f91-403e-8c28-ce215ae90014,2025-05,0.7433,745,Low,1
75610d3e-8f91-403e-8c28-ce215ae90014,2025-06,0.7327,739,Low,1
75610d3e-8f91-403e-8c28-ce215ae90014,2025-07,0.7491,749,Low,1
75610d3e-8f91-403e-8c28-ce215ae90014,2025-08,0.7384,743,Low,1
75610d3e-8f91-403e-8c28-ce215ae90014,2025-09,0.7337,740,Low,1
75610d3e-8f91-403e-8c28-ce215ae90014,2025-10,0.7131,727,Low,1
75610d3e-8f91-403e-8c28-ce215ae90014,2025-11,0.748,748,Low,1
0374b602-d54d-4e32-a308-7f01fc79b569,2025-01,0.7575,754,Low,1
0374b602-d54d-4e32-a308-7f01fc79b569,2025-01,0.7198,731,Low,1
0374b602-d54d-4e32-a308-7f01fc79b569,2025-03,0.7474,748,Low,1
0374b602-d54d-4e32-a308-7f01fc79b569,2025-04,0.7411,744,Low,1
0374b602-d54d-4e32-a308-7f01fc79b569,2025-05,0.7431,745,Low,1
0374b602-d54d-4e32-a308-7f01fc79b569,2025-05,0.7539,752,Low,1
0374b602-d54d-4e32-a308-7f01fc79b569,2025-06,0.7482,748,Low,1
0374b602-d54d-4e32-a308-7f01fc79b569,2025-07,0.7551,753,Low,1
0374b602-d54d-4e32-a308-7f01fc79b569,2025-08,0.749,749,Low,1
0374b602-d54d-4e32-a308-7f01fc79b569,2025-09,0.7459,747,Low,1
0374b602-d54d-4e32-a308-7f01fc79b569,2025-10,0.7563,753,Low,1
0374b602-d54d-4e32-a308-7f01fc79b569,2025-11,0.7436,746,Low,1
1b8e2847-0172-4160-bcd4-ebff8d71f55c,2025-01,0.4448,566,Medium,0
1b8e2847-0172-4160-bcd4-ebff8d71f55c,2025-01,0.4417,565,Medium,0
1b8e2847-0172-4160-bcd4-ebff8d71f55c,2025-03,0.4376,562,Medium,0
1b8e2847-0172-4160-bcd4-ebff8d71f55c,2025-04,0.4004,540,High,0
1b8e2847-0172-4160-bcd4-ebff8d71f55c,2025-05,0.445,566,Medium,0
1b8e2847-0172-4160-bcd4-ebff8d71f55c,2025-05,0.4083,545,High,0
1b8e2847-0172-4160-bcd4-ebff8d71f55c,2025-06,0.4394,563,Medium,0
1b8e2847-0172-4160-bcd4-ebff8d71f55c,2025-07,0.4398,563,Medium,0
1b8e2847-0172-4160-bcd4-ebff8d71f55c,2025-08,0.3961,537,High,0
1b8e2847-0172-4160-bcd4-ebff8d71f55c,2025-09,0.3982,538,High,0
1b8e2847-0172-4160-bcd4-ebff8d71f55c,2025-10,0.4355,561,Medium,0
1b8e2847-0172-4160-bcd4-ebff8d71f55c,2025-11,0.4561,573,Medium,0
8d299819-857a-49ba-b4c1-e5c30538470d,2025-01,0.4502,570,Medium,0
8d299819-857a-49ba-b4c1-e5c30538470d,2025-01,0.4539,572,Medium,0
8d299819-857a-49ba-b4c1-e5c30538470d,2025-03,0.4787,587,Medium,0
8d299819-857a-49ba-b4c1-e5c30538470d,2025-04,0.4279,556,Medium,0
8d299819-857a-49ba-b4c1-e5c30538470d,2025-05,0.4441,566,Medium,0
8d299819-857a-49ba-b4c1-e5c30538470d,2025-05,0.4406,564,Medium,0
8d299819-857a-49ba-b4c1-e5c30538470d,2025-06,0.4584,575,Medium,0
8d299819-857a-49ba-b4c1-e5c30538470d,2025-07,0.442,565,Medium,0
8d299819-857a-49ba-b4c1-e5c30538470d,2025-08,0.4548,572,Medium,0
8d299819-857a-49ba-b4c1-e5c30538470d,2025-09,0.4781,586,Medium,0
8d299819-857a-49ba-b4c1-e5c30538470d,2025-10,0.4759,585,Medium,0
8d299819-857a-49ba-b4c1-e5c30538470d,2025-11,0.4487,569,Medium,0
a39b9296-5e4d-44d6-8227-bf8f72634433,2025-01,0.6292,677,Medium,1
a39b9296-5e4d-44d6-8227-bf8f72634433,2025-01,0.6564,693,Medium,1
a39b9296-5e4d-44d6-8227-bf8f72634433,2025-03,0.6458,687,Medium,1
a39b9296-5e4d-44d6-8227-bf8f72634433,2025-04,0.6359,681,Medium,1
a39b9296-5e4d-44d6-8227-bf8f72634433,2025-05,0.6098,665,Medium,1
a39b9296-5e4d-44d6-8227-bf8f72634433,2025-05,0.6326,679,Medium,1
a39b9296-5e4d-44d6-8227-bf8f72634433,2025-06,0.6322,679,Medium,1
a39b9296-5e4d-44d6-8227-bf8f72634433,2025-07,0.6451,687,Medium,1
a39b9296-5e4d-44d6-8227-bf8f72634433,2025-08,0.6441,686,Medium,1
a39b9296-5e4d-44d6-8227-bf8f72634433,2025-09,0.6513,690,Medium,1
a39b9296-5e4d-44d6-8227-bf8f72634433,2025-10,0.6367,682,Medium,1
a39b9296-5e4d-44d6-8227-bf8f72634433,2025-11,0.6274,676,Medium,1
97fddc03-a9da-48f4-96cf-80297a0a7cfe,2025-01,0.5514,630,Medium,1
97fddc03-a9da-48f4-96cf-80297a0a7cfe,2025-01,0.7304,738,Low,1
97fddc03-a9da-48f4-96cf-80297a0a7cfe,2025-03,0.6726,703,Low,1
97fddc03-a9da-48f4-96cf-80297a0a7cfe,2025-04,0.6271,676,Medium,1
97fddc03-a9da-48f4-96cf-80297a0a7cfe,2025-05,0.6458,687,Medium,1
97fddc03-a9da-48f4-96cf-80297a0a7cfe,2025-05,0.6516,690,Medium,1
97fddc03-a9da-48f4-96cf-80297a0a7cfe,2025-06,0.6407,684,Medium,1
97fddc03-a9da-48f4-96cf-80297a0a7cfe,2025-07,0.6579,694,Medium,1
97fddc03-a9da-48f4-96cf-80297a0a7cfe,2025-08,0.6148,668,Medium,1
97fddc03-a9da-48f4-96cf-80297a0a7cfe,2025-09,0.6263,675,Medium,1
97fddc03-a9da-48f4-96cf-80297a0a7cfe,2025-10,0.614,668,Medium,1
97fddc03-a9da-48f4-96cf-80297a0a7cfe,2025-11,0.6187,671,Medium,1
9f2db2e3-7b3b-44cd-81b5-619bbc855271,2025-01,0.6684,701,Low,1
9f2db2e3-7b3b-44cd-81b5-619bbc855271,2025-01,0.7363,741,Low,1
9f2db2e3-7b3b-44cd-81b5-619bbc855271,2025-03,0.7471,748,Low,1
9f2db2e3-7b3b-44cd-81b5-619bbc855271,2025-04,0.713,727,Low,1
9f2db2e3-7b3b-44cd-81b5-619bbc855271,2025-05,0.7366,741,Low,1
9f2db2e3-7b3b-44cd-81b5-619bbc855271,2025-05,0.7106,726,Low,1
9f2db2e3-7b3b-44cd-81b5-619bbc855271,2025-06,0.7404,744,Low,1
9f2db2e3-7b3b-44cd-81b5-619bbc855271,2025-07,0.7433,745,Low,1
9f2db2e3-7b3b-44cd-81b5-619bbc855271,2025-08,0.7225,733,Low,1
9f2db2e3-7b3b-44cd-81b5-619bbc855271,2025-09,0.7015,720,Low,1
9f2db2e3-7b3b-44cd-81b5-619bbc855271,2025-10,0.7249,734,Low,1
9f2db2e3-7b3b-44cd-81b5-619bbc855271,2025-11,0.744,746,Low,1
35c05f19-93ef-4c54-a625-7978c160eadd,2025-01,0.5109,606,Medium,0
35c05f19-93ef-4c54-a625-7978c160eadd,2025-01,0.4065,543,High,0
35c05f19-93ef-4c54-a625-7978c160eadd,2025-03,0.5436,626,Medium,0
35c05f19-93ef-4c54-a625-7978c160eadd,2025-04,0.4376,562,Medium,0
35c05f19-93ef-4c54-a625-7978c160eadd,2025-05,0.3825,529,High,0
35c05f19-93ef-4c54-a625-7978c160eadd,2025-05,0.4604,576,Medium,0
35c05f19-93ef-4c54-a625-7978c160eadd,2025-06,0.4011,540,High,0
35c05f19-93ef-4c54-a625-7978c160eadd,2025-07,0.3769,526,High,0
35c05f19-93ef-4c54-a625-7978c160eadd,2025-08,0.4952,597,Medium,0
35c05f19-93ef-4c54-a625-7978c160eadd,2025-09,0.4552,573,Medium,0
35c05f19-93ef-4c54-a625-7978c160eadd,2025-10,0.4015,540,High,0
35c05f19-93ef-4c54-a625-7978c160eadd,2025-11,0.5371,622,Medium,0
13d2b25e-400d-4d47-ba76-8e3ecd99897a,2025-01,0.4391,563,Medium,0
13d2b25e-400d-4d47-ba76-8e3ecd99897a,2025-01,0.4771,586,Medium,0
13d2b25e-400d-4d47-ba76-8e3ecd99897a,2025-03,0.4644,578,Medium,0
13d2b25e-400d-4d47-ba76-8e3ecd99897a,2025-04,0.4773,586,Medium,0
13d2b25e-400d-4d47-ba76-8e3ecd99897a,2025-05,0.4459,567,Medium,0
13d2b25e-400d-4d47-ba76-8e3ecd99897a,2025-05,0.4519,571,Medium,0
13d2b25e-400d-4d47-ba76-8e3ecd99897a,2025-06,0.4815,588,Medium,0
13d2b25e-400d-4d47-ba76-8e3ecd99897a,2025-07,0.4615,576,Medium,0
13d2b25e-400d-4d47-ba76-8e3ecd99897a,2025-08,0.4476,568,Medium,0
13d2b25e-400d-4d47-ba76-8e3ecd99897a,2025-09,0.4594,575,Medium,0
13d2b25e-400d-4d47-ba76-8e3ecd99897a,2025-10,0.4397,563,Medium,0
13d2b25e-400d-4d47-ba76-8e3ecd99897a,2025-11,0.4465,567,Medium,0
be816280-de7b-4615-a3a1-b6a8bca8661c,2025-01,0.3871,532,High,0
be816280-de7b-4615-a3a1-b6a8bca8661c,2025-01,0.4041,542,High,0
be816280-de7b-4615-a3a1-b6a8bca8661c,2025-03,0.2582,454,High,0
be816280-de7b-4615-a3a1-b6a8bca8661c,2025-04,0.3699,521,High,0
be816280-de7b-4615-a3a1-b6a8bca8661c,2025-05,0.3647,518,High,0
